,DateTime,Latitude [deg],Longitude [deg],Altitude [m],GPS Speed [km.h-1],Wheel Speed [km.h-1],Engine Speed [rpm],Wheel Acceleration [m.s-2],Fuel Rate [l.h-1],Intake Air Temperature [c],Mass Air Flow Rate [g.s-1],Intake Manifold Absolute Pressure [kpa],Barometric Pressure [kpa],Phi,Ambient Air Temperature [c],PM Conc. [µg.m-3],PN Conc. [#.cm-3],NO2 [v],NO2 Conc. [ppm],NO [v],NO Conc. [ppm],CO2 [v],CO2 Conc. [%],Temperature [c],GPS Acceleration [m.s-2],Slope [%],Fuel Rate1 [g.s-1],Fuel Rate2 [g.s-1],PM Conc. [mg.m-3],PM Rate [kg.s-1],PM Rate [g.s-1],NO2 Conc. [mg.m-3],NO2 Rate [kg.s-1],NO2 Rate [g.s-1],NO Conc. [mg.m-3],NO Rate [kg.s-1],NO Rate [g.s-1],CO2 Conc. [ppm],CO2 Conc. [mg.m-3],CO2 Rate [kg.s-1],CO2 Rate [g.s-1]
399,2019-09-05 12:10:21,45.52975,-73.56265,39.28741,28.764,26.0,959.25,0.4020401,0.7687513,37.0,2.31,22.98551,101.0,0.998997,21.0,311.5,744427.2,0.007215,0.77,0.002413,6.37,3.079902,16.81,33.6,0.5524999999999997,0.030851935667797915,0.15332317594444445,0.15698524285714285,0.3115,5.565511640498106e-10,5.565511640498106e-07,1.4040978199502359,2.5086750437659874e-09,2.5086750437659876e-06,7.576346599514529,1.3536515310448264e-08,1.3536515310448264e-05,168100.0,293206.4289783209,0.0005238663863716617,0.5238663863716617
400,2019-09-05 12:10:22,45.52971,-73.56256,39.26184,31.824,26.0,959.25,0.4020401,0.7687513,37.0,2.31,22.98551,101.0,0.998997,21.0,199.2,472738.5,0.007704,0.82,0.001534,4.05,3.08,16.81,33.7,0.7450000000000001,0.014787670713246732,0.15332317594444445,0.15698524285714285,0.1992,3.5590687601515973e-10,3.5590687601515973e-07,1.4947854670341962,2.670704949221899e-09,2.670704949221899e-06,4.815415870782855,8.60361254660716e-09,8.60361254660716e-06,168100.0,293110.8285776108,0.0005236955789421309,0.5236955789421309
401,2019-09-05 12:10:23,45.52966,-73.56247,39.37164,34.236,26.0,1206.25,-3.885781e-16,0.9488648,37.0,2.85,32.5479,101.0,0.998997,21.0,211.9,503389.4,0.006532,0.7,0.001338,3.53,3.08,16.81,33.6,0.7225,-0.0031430023331516094,0.1892458128888889,0.1936830918367347,0.2119,4.671010905715833e-10,4.671010905715833e-07,1.2764525635911232,2.8137441459004577e-09,2.8137441459004576e-06,4.198509183090469,9.254970354867225e-09,9.254970354867225e-06,168100.0,293206.4289783209,0.0006463286585104917,0.6463286585104917
402,2019-09-05 12:10:24,45.5296,-73.56236,39.28027,37.332,32.0,1500.0,0.3258173,1.531501,37.0,4.6,41.77634,101.0,0.998997,21.0,247.3,584955.6,0.006336,0.68,0.001143,3.02,3.08,16.81,33.6,0.5425000000000001,-0.011017077397650036,0.3054493661111111,0.312611306122449,0.24730000000000002,8.798669657359424e-10,8.798669657359424e-07,1.2399824903456629,4.4117251570810186e-09,4.411725157081019e-06,3.5919257033805145,1.2779687706358085e-08,1.2779687706358085e-05,168100.0,293206.4289783209,0.0010431971330344778,1.0431971330344778
403,2019-09-05 12:10:25,45.52955,-73.56225,39.09881,39.168,36.0,1425.75,0.8722476,0.9355474,37.0,2.81,20.52225,101.0,0.998997,21.0,240.4,573396.5,0.005359,0.57,0.00085,2.24,3.079316,16.81,33.7,0.4500000000000003,-0.017473894496488153,0.18658973144444446,0.19096473265306124,0.2404,5.224874313558667e-10,5.224874313558667e-07,1.0390581904993803,2.258298024056972e-09,2.258298024056972e-06,2.663341123593481,5.788528546134801e-09,5.788528546134801e-06,168100.0,293110.8285776108,0.0006370496003581765,0.6370496003581765
404,2019-09-05 12:10:26,45.5295,-73.56213,38.68328,39.636,38.0,1510.0,0.8451179,1.008793,37.0,3.03,23.2814,101.0,0.997411,21.0,273.2,651962.4,0.005945,0.63,0.000947,2.5,3.079707,16.81,33.7,0.22749999999999976,-0.02277001646718465,0.20119815944444447,0.20558879795918367,0.2732,6.402629747080207e-10,6.402629747080207e-07,1.148432736867736,2.6914310408455723e-09,2.6914310408455724e-06,2.9724789325820096,6.966208651654026e-09,6.966208651654026e-06,168100.0,293110.8285776108,0.0006869253697812366,0.6869253697812365
405,2019-09-05 12:10:27,45.52944,-73.56201,38.27652,40.716,38.0,1510.0,0.8451179,1.008793,37.0,3.03,23.2814,101.0,0.997411,21.0,200.8,474032.0,0.005555,0.59,0.00085,2.24,3.079512,16.81,33.7,0.10500000000000002,-0.022335069029371574,0.20119815944444447,0.20558879795918367,0.2008,4.705885992729523e-10,4.7058859927295227e-07,1.0755163726221655,2.5205465303156947e-09,2.5205465303156945e-06,2.663341123593481,6.241722951882009e-09,6.2417229518820084e-06,168100.0,293110.8285776108,0.0006869253697812366,0.6869253697812365
406,2019-09-05 12:10:28,45.52938,-73.5619,38.12176,40.608,38.0,1510.0,0.8451179,1.008793,37.0,3.03,23.2814,101.0,0.997411,21.0,236.2,557519.4,0.003992,0.43,0.000654,1.73,3.079902,16.81,33.7,0.08749999999999986,-0.02437270782705222,0.20119815944444447,0.20558879795918367,0.2362,5.535509320133035e-10,5.535509320133035e-07,0.7838509156398834,1.8370084881961843e-09,1.8370084881961843e-06,2.0569554213467507,4.820616386944585e-09,4.820616386944585e-06,168100.0,293110.8285776108,0.0006869253697812366,0.6869253697812365
407,2019-09-05 12:10:29,45.52932,-73.56178,38.05014,40.68,38.0,1528.75,0.2986876,0.7236178,37.0,2.17,15.74319,101.0,0.938851,21.0,191.4,448377.4,0.005164,0.55,0.00085,2.24,3.079902,16.81,33.7,0.007499999999999791,-0.029257654427696733,0.1443215501111111,0.13859229047619048,0.19140000000000001,3.212452625879806e-10,3.212452625879806e-07,1.0026000083765951,1.6827612484934734e-09,1.6827612484934734e-06,2.663341123593481,4.470144820324739e-09,4.470144820324739e-06,168100.0,293110.8285776108,0.000491956452945638,0.491956452945638
408,2019-09-05 12:10:30,45.52926,-73.56166,37.72894,40.896,39.0,1507.75,0.05193613,0.7687528,37.0,2.17,15.5501,101.0,0.9252785,21.0,310.2,727501.0,0.005848,0.62,0.000752,1.99,3.080098,16.81,33.7,0.00500000000000019,-0.02848381670208819,0.1533234751111111,0.13658873095238097,0.3102,5.206388738494857e-10,5.206388738494857e-07,1.1302036458063434,1.8969308619380967e-09,1.8969308619380966e-06,2.3660932303352795,3.971244728770637e-09,3.971244728770637e-06,168100.0,293110.8285776108,0.000491956452945638,0.491956452945638
409,2019-09-05 12:10:31,45.52921,-73.56154,37.04724,40.824,40.0,1510.0,0.193167,0.7800294,37.0,2.17,15.76668,101.0,0.923601,21.0,327.9,774307.0,0.002331,0.25,0.000361,0.95,3.07072,16.76,33.7,-0.05999999999999981,-0.032098248223195944,0.15557253033333335,0.13634110000000002,0.32789999999999997,5.503465078505684e-10,5.503465078505684e-07,0.45572727653481593,7.648914765879424e-10,7.648914765879425e-07,1.1295419943811635,1.8958203479055806e-09,1.8958203479055806e-06,167600.00000000003,292238.99387036037,0.0004904931678387207,0.4904931678387207
410,2019-09-05 12:10:32,45.52915,-73.56142,36.68499,40.68,41.0,1498.25,0.2909138,0.7814461,38.0,2.17,15.74319,101.0,0.9252785,21.0,279.1,661566.1,0.000475,0.05,0.000654,1.73,2.767473,15.11,33.8,-0.26750000000000024,-0.04076911847630677,0.15585508327777778,0.13658873095238097,0.2791,4.684407146724418e-10,4.684407146724418e-07,0.0911157468795489,1.5292843277022285e-10,1.5292843277022284e-07,2.0562849665158027,3.451263343908495e-09,3.451263343908495e-06,151100.0,263382.57224408956,0.0004420606247735125,0.44206062477351254
411,2019-09-05 12:10:33,45.52909,-73.56129,36.29257,39.816,41.0,1498.25,0.2909138,0.7814461,38.0,2.17,15.74319,101.0,0.9252785,21.0,203.6,477817.4,0.0,0.0,0.000654,1.73,2.252259,12.29,33.7,-0.5124999999999997,-0.04017360860212729,0.15585508327777778,0.13658873095238097,0.2036,3.417217108825122e-10,3.417217108825122e-07,0.0,0.0,0.0,2.0569554213467507,3.4523886335543734e-09,3.4523886335543732e-06,122899.99999999999,214296.9710421675,0.00035967547928030284,0.35967547928030286
412,2019-09-05 12:10:34,45.52904,-73.56119,35.81726,37.044,41.0,1498.25,0.2909138,0.7814461,38.0,2.17,15.74319,101.0,0.9252785,21.0,285.0,677936.1,0.0,0.0,0.000557,1.47,1.776752,9.7,33.7,-0.9024999999999999,-0.04222947176887716,0.15585508327777778,0.13658873095238097,0.285,4.783432593394694e-10,4.783432593394694e-07,0.0,0.0,0.0,1.7478176123582216,2.9335325383381094e-09,2.9335325383381093e-06,97000.0,169135.93320659274,0.00028387731074198025,0.28387731074198025
413,2019-09-05 12:10:35,45.52899,-73.56108,35.56201,33.444,40.0,1441.25,0.04448446,0.7728401,38.0,2.15,15.77111,101.0,0.932019,21.0,232.2,559080.1,0.0,0.0,0.000752,1.99,1.413529,7.72,33.7,-1.4450000000000003,-0.04004840937221256,0.1541386643888889,0.13631570408163265,0.2322,3.861319514270246e-10,3.861319514270246e-07,0.0,0.0,0.0,2.3660932303352795,3.934643394864917e-09,3.934643394864917e-06,77200.0,134611.27879947383,0.00022384890511166277,0.22384890511166278
414,2019-09-05 12:10:36,45.52895,-73.561,35.00341,27.684,33.0,923.25,-0.4603871,1.074151,38.0,3.01,22.95277,101.0,0.999424,21.0,225.1,544477.3,0.0,0.0,0.00085,2.24,1.131917,6.18,33.7,-1.7899999999999998,-0.021359316993903678,0.21423344944444447,0.2046439619047619,0.2251,5.240552246886843e-10,5.240552246886844e-07,0.0,0.0,0.0,2.663341123593481,6.200523460450444e-09,6.200523460450444e-06,61800.0,107758.7698161591,0.0002508731511691847,0.2508731511691847
415,2019-09-05 12:10:37,45.52892,-73.56093,34.87158,19.008,29.0,785.0,-0.9078394,0.7687513,38.0,2.31,27.49797,101.0,0.9241195,21.0,241.0,583536.9,0.0,0.0,0.000459,1.21,0.923272,5.04,33.7,-1.9325000000000003,0.0007856832784448292,0.15332317594444445,0.1452187785714286,0.241,4.305901461829995e-10,4.305901461829995e-07,0.0,0.0,0.0,1.4386798033696926,2.570462020097448e-09,2.570462020097448e-06,50400.0,87880.93849084819,0.00015701521224677803,0.15701521224677803
416,2019-09-05 12:10:38,45.52891,-73.56089,34.17862,11.268,22.0,820.25,-1.577572,0.8133997,38.0,2.26,31.64075,101.0,0.9241195,21.0,83.6,207832.7,0.0,0.0,0.000557,1.47,0.7221,3.94,33.7,-1.8200000000000003,-0.002288916161783415,0.16222805127777776,0.1420755149659864,0.0836,1.4613349833707169e-10,1.461334983370717e-07,0.0,0.0,0.0,1.7478176123582216,3.0551997864719478e-09,3.055199786471948e-06,39400.0,68700.57493133767,0.00012008917885747013,0.12008917885747013
417,2019-09-05 12:10:39,45.52889,-73.56087,34.34475,5.616,22.0,820.25,-1.577572,0.8133997,38.0,2.26,31.64075,101.0,0.9241195,21.0,114.9,287846.6,0.0,0.0,0.000557,1.47,0.614115,3.35,33.8,-1.0749999999999997,0.004214866300093653,0.16222805127777776,0.1420755149659864,0.1149,2.0084615979580787e-10,2.0084615979580788e-07,0.0,0.0,0.0,1.7472479195249886,3.054203958640633e-09,3.0542039586406327e-06,33500.0,58393.88597072799,0.00010207300045931261,0.10207300045931261
418,2019-09-05 12:10:40,45.52889,-73.56086,34.08056,1.476,22.0,820.25,-1.577572,0.8133997,38.0,2.26,31.64075,101.0,0.9241195,21.0,23.3,71699.6,0.0,0.0,0.000459,1.21,0.586422,3.2,33.7,-0.5250000000000001,0.006944604810818336,0.16222805127777776,0.1420755149659864,0.0233,4.072859463222214e-11,4.0728594632222146e-08,0.0,0.0,0.0,1.4386798033696926,2.514824314034732e-09,2.514824314034732e-06,32000.0,55797.4212640306,9.753435846291993e-05,0.09753435846291993
419,2019-09-05 12:10:41,45.52888,-73.56084,34.00326,3.528,22.0,820.25,-1.577572,0.8133997,38.0,2.26,31.64075,101.0,0.9241195,21.0,201.0,493593.9,0.0,0.0,0.00085,2.24,0.792088,4.32,33.7,0.04749999999999999,-0.006671372482160655,0.16222805127777776,0.1420755149659864,0.201,3.5134967901616524e-10,3.5134967901616523e-07,0.0,0.0,0.0,2.663341123593481,4.655542531766779e-09,4.655542531766779e-06,43200.0,75326.5187064413,0.0001316713839249419,0.1316713839249419
420,2019-09-05 12:10:42,45.52888,-73.56084,33.88153,3.708,22.0,820.25,-1.577572,0.8133997,38.0,2.26,31.64075,101.0,0.9241195,21.0,177.3,433001.8,0.0,0.0,0.000557,1.47,1.162784,6.35,33.7,0.885,-0.020287349775139643,0.16222805127777776,0.1420755149659864,0.1773,3.0992188104261737e-10,3.0992188104261736e-07,0.0,0.0,0.0,1.7478176123582216,3.0551997864719478e-09,3.055199786471948e-06,63500.0,110723.00782081072,0.0001935447425748567,0.1935447425748567
421,2019-09-05 12:10:43,45.52887,-73.56082,33.596,6.3,22.0,820.25,-1.577572,0.8133997,38.0,2.26,31.64075,101.0,0.9241195,21.0,222.5,532531.6,0.0,0.0,0.000947,2.5,1.553602,8.48,33.8,1.15,-0.005873839449474258,0.16222805127777776,0.1420755149659864,0.2225,3.8893185861242167e-10,3.8893185861242165e-07,0.0,0.0,0.0,2.971510067219368,5.194224419456858e-09,5.194224419456857e-06,84800.0,147814.9710542607,0.00025838180414775253,0.2583818041477525
422,2019-09-05 12:10:44,45.52885,-73.56079,33.5736,14.22,22.0,820.25,-1.577572,0.8133997,38.0,2.26,31.64075,101.0,0.9241195,21.0,110.7,264060.7,0.0,-0.0,0.00085,2.24,2.002149,10.93,33.8,1.47,-0.002010399313391655,0.16222805127777776,0.1420755149659864,0.1107,1.9350452471188803e-10,1.9350452471188803e-07,-0.0,-0.0,-0.0,2.6624730202285543,4.654025079833346e-09,4.6540250798333464e-06,109300.0,190520.947361211,0.00033303220746874225,0.33303220746874224
423,2019-09-05 12:10:45,45.52882,-73.56074,33.73666,20.088,22.0,820.25,-1.577572,0.8133997,38.0,2.26,31.64075,101.0,0.9241195,21.0,169.5,407296.0,0.006629,0.71,0.000947,2.5,2.423981,13.23,33.9,1.5399999999999998,-0.011024223216813976,0.16222805127777776,0.1420755149659864,0.1695,2.9628741588676624e-10,2.962874158867662e-07,1.2934220209370075,2.2609124969584943e-09,2.2609124969584943e-06,2.9705418332450386,5.192531938381768e-09,5.192531938381768e-06,132300.0,230537.12957722627,0.0004029808282500823,0.4029808282500823
424,2019-09-05 12:10:46,45.52879,-73.56067,33.60217,24.876,13.0,656.25,-1.966183,0.7702103,38.0,2.14,28.67316,101.0,0.9241195,21.0,133.4,314799.2,0.009462,1.01,0.000947,2.5,2.870769,15.67,33.8,1.1324999999999998,-0.01887263381776214,0.1536141653888889,0.13453168231292517,0.13340000000000002,2.2080284631448686e-10,2.2080284631448686e-07,1.840538086966888,3.046447139074283e-09,3.0464471390742833e-06,2.971510067219368,4.918424892760034e-09,4.9184248927600345e-06,156700.0,273143.93825710675,0.00045210613958558937,0.4521061395855894
425,2019-09-05 12:10:47,45.52875,-73.56059,33.20333,28.476,25.0,1567.0,-0.7308086,3.599113,38.0,10.0,167.4706,101.0,0.998997,21.0,253.2,601454.2,0.014053,1.5,0.001045,2.76,3.058706,16.7,33.8,0.8399999999999996,-0.02314113539229682,0.7178230927777778,0.6795897959183673,0.2532,1.9583881197308377e-09,1.9583881197308378e-06,2.733472406386467,2.1142179645652928e-08,2.114217964565293e-05,3.2805471142101825,2.537355645610784e-08,2.537355645610784e-05,167000.0,291097.8793167634,0.0022515111711405634,2.2515111711405633
426,2019-09-05 12:10:48,45.52871,-73.56051,32.84918,30.528,27.0,1482.0,0.4901923,2.626857,38.0,7.89,55.33704,101.0,0.998997,21.0,199.8,471090.9,0.013565,1.45,0.001045,2.76,3.078339,16.8,33.9,0.5675,-0.035146910672848565,0.523912035,0.5361963489795919,0.1998,1.2192915151983913e-09,1.2192915151983914e-06,2.6414956765614943,1.611988621553886e-08,1.611988621553886e-05,3.2794781839025227,2.0013212832385263e-08,2.0013212832385264e-05,168000.0,292745.5613679064,0.0017864973928322235,1.7864973928322234
427,2019-09-05 12:10:49,45.52867,-73.56041,31.73928,32.184,29.0,1302.25,0.5786203,1.205225,36.0,3.62,26.8453,101.0,0.998997,21.0,187.3,441157.8,0.01669,1.78,0.000947,2.5,3.078828,16.81,33.9,0.3874999999999999,-0.03179358630463401,0.24037543055555555,0.24601150612244901,0.18730000000000002,5.244226158248899e-10,5.244226158248899e-07,3.2426636581237656,9.079157276207002e-09,9.079157276207002e-06,2.9705418332450386,8.317241423425664e-09,8.317241423425664e-06,168100.0,292919.81467824447,0.000820148293862824,0.820148293862824
428,2019-09-05 12:10:50,45.52863,-73.56032,31.50406,33.048,33.0,1332.0,0.7213817,1.295117,36.0,3.89,32.6184,101.0,0.998997,21.0,236.9,551587.2,0.015127,1.61,0.000947,2.5,3.078828,16.81,33.9,0.3,-0.015286486743764668,0.2583038905555556,0.26436043061224496,0.2369,7.127705158945008e-10,7.127705158945008e-07,2.9329710615613838,8.824547474262344e-09,8.824547474262345e-06,2.9705418332450386,8.937588159427026e-09,8.937588159427026e-06,168100.0,292919.81467824447,0.0008813195754492777,0.8813195754492777
429,2019-09-05 12:10:51,45.52858,-73.56021,31.46075,34.056,32.0,1358.5,0.2743229,1.355046,36.0,4.07,33.3655,101.0,0.998997,21.0,472.7,1114812.4,0.014346,1.53,0.000752,1.99,3.078926,16.81,33.8,0.21000000000000008,-0.01947223609229572,0.2702563966666666,0.27659304693877557,0.4727,1.4880416118802693e-09,1.4880416118802693e-06,2.7881418545141967,8.776964458096359e-09,8.776964458096359e-06,2.365322013506617,7.445943688585299e-09,7.445943688585299e-06,168100.0,293015.29049789184,0.0009224009840872611,0.9224009840872611
430,2019-09-05 12:10:52,45.52853,-73.5601,31.77319,34.848,32.0,1396.0,-0.1481778,1.501537,36.0,4.51,36.25136,101.0,0.998997,21.0,363.4,860472.2,0.01542,1.64,0.000654,1.73,3.079414,16.81,33.8,0.22250000000000006,-0.014426919432393192,0.2994732127777778,0.30649499795918367,0.3634,1.267641735633073e-09,1.2676417356330729e-06,2.988596497649204,1.0425067835407154e-08,1.0425067835407155e-05,2.0562849665158027,7.1729021571554425e-09,7.172902157155443e-06,168100.0,293015.29049789184,0.001022120009393992,1.022120009393992
431,2019-09-05 12:10:53,45.52848,-73.56001,31.17181,35.208,32.0,1396.0,-0.1481778,1.501537,36.0,4.51,36.25136,101.0,0.998997,21.0,270.7,636802.6,0.014444,1.54,0.000557,1.47,3.079707,16.81,33.8,0.22500000000000014,-0.010074187131560901,0.2994732127777778,0.30649499795918367,0.2707,9.442779797354785e-10,9.442779797354785e-07,2.806365003890106,9.789392967394523e-09,9.789392967394523e-06,1.7472479195249886,6.094893740473121e-09,6.094893740473121e-06,168100.0,293015.29049789184,0.001022120009393992,1.022120009393992
432,2019-09-05 12:10:54,45.52843,-73.5599,31.14059,36.252,34.0,1478.0,0.3015529,2.137443,36.0,6.42,50.21772,101.0,0.998997,21.0,329.7,778390.8,0.01503,1.6,0.000654,1.73,3.079316,16.81,33.8,0.2650000000000002,-0.02013401148346746,0.4263011316666667,0.43629664897959186,0.3297,1.6371521386031402e-09,1.6371521386031402e-06,2.915703900145565,1.4478164621343126e-08,1.4478164621343125e-05,2.0562849665158027,1.0210650077369831e-08,1.0210650077369831e-05,168100.0,293015.29049789184,0.0014549912328845741,1.4549912328845742
433,2019-09-05 12:10:55,45.52839,-73.55979,31.07757,37.296,35.0,1477.25,0.4006254,2.270617,36.0,6.82,50.38687,101.0,0.998997,21.0,258.9,605649.5,0.01376,1.47,0.000264,0.7,3.079121,16.81,33.9,0.33499999999999985,-0.03154256648962479,0.45286194611111114,0.46348024081632655,0.25889999999999996,1.3656879882434836e-09,1.3656879882434836e-06,2.6779300996864803,1.4125982891067986e-08,1.4125982891067985e-05,0.8317517133086108,4.387459729882223e-09,4.387459729882223e-06,168100.0,292919.81467824447,0.0015451412608133866,1.5451412608133865
434,2019-09-05 12:10:56,45.52833,-73.55968,30.48443,38.664,35.0,1477.25,0.4006254,2.270617,36.0,6.82,50.38687,101.0,0.998997,21.0,138.3,315450.7,0.013076,1.39,0.000264,0.7,3.079121,16.81,33.9,0.3474999999999998,-0.018615291467320223,0.45286194611111114,0.46348024081632655,0.1383,7.295274189805864e-10,7.295274189805864e-07,2.532192407186536,1.3357221917404424e-08,1.3357221917404425e-05,0.8317517133086108,4.387459729882223e-09,4.387459729882223e-06,168100.0,292919.81467824447,0.0015451412608133866,1.5451412608133865
435,2019-09-05 12:10:57,45.52828,-73.55956,30.19552,40.032,35.0,1477.25,0.4006254,2.270617,36.0,6.82,50.38687,101.0,0.998997,21.0,222.4,523314.9,0.011123,1.19,0.000557,1.47,3.079902,16.81,33.8,0.2824999999999998,-0.022711067163109923,0.45286194611111114,0.46348024081632655,0.22240000000000001,1.1731518292211312e-09,1.1731518292211312e-06,2.1685547757332637,1.143904677121267e-08,1.143904677121267e-05,1.7472479195249886,9.216668583154478e-09,9.216668583154478e-06,168100.0,293015.29049789184,0.0015456448922543295,1.5456448922543295
436,2019-09-05 12:10:58,45.52822,-73.55943,30.16552,41.256,39.0,1528.75,0.1830924,1.028769,36.0,3.09,21.38252,101.0,0.998997,21.0,300.4,710657.2,0.010927,1.17,0.000459,1.21,3.08,16.81,33.9,0.12999999999999998,-0.019000428261761154,0.20518226166666667,0.20999324693877552,0.3004,7.179487972774384e-10,7.179487972774385e-07,2.1314137528116888,5.094027764087028e-09,5.094027764087028e-06,1.4377422472905985,3.436169498126653e-09,3.436169498126653e-06,168100.0,292919.81467824447,0.000700071333711637,0.700071333711637
437,2019-09-05 12:10:59,45.52816,-73.55931,29.89483,41.364,39.0,1528.75,0.1830924,1.028769,36.0,3.09,21.38252,101.0,0.998997,21.0,366.6,862841.1,0.012881,1.37,0.000654,1.73,3.079902,16.81,33.9,-0.0724999999999998,-0.0011641215698714555,0.20518226166666667,0.20999324693877552,0.36660000000000004,8.761652099930391e-10,8.761652099930392e-07,2.4957579840615502,5.964801740854042e-09,5.964801740854042e-06,2.055614948605567,4.91287043947034e-09,4.91287043947034e-06,168100.0,292919.81467824447,0.000700071333711637,0.700071333711637
438,2019-09-05 12:11:00,45.5281,-73.55918,30.0411,40.536,40.0,1521.0,0.3359475,1.082039,36.0,3.25,23.21423,101.0,0.999424,21.0,266.5,610822.4,0.008974,0.96,0.000459,1.21,3.079121,16.81,33.9,-0.3275000000000001,-0.0005184594573456131,0.21580666722222222,0.22096108843537415,0.2665,6.699087323072164e-10,6.699087323072164e-07,1.7488523099993343,4.396140465231524e-09,4.396140465231524e-06,1.4377422472905985,3.6140941323338585e-09,3.6140941323338586e-06,168100.0,292919.81467824447,0.0007363209820591652,0.7363209820591652
439,2019-09-05 12:11:01,45.52805,-73.55907,30.39569,38.988,40.0,1521.0,0.3359475,1.082039,36.0,3.25,23.21423,101.0,0.999424,21.0,432.9,1015559.6,0.010536,1.12,0.000459,1.21,3.079316,16.81,33.9,-0.43,-0.005266152690968251,0.21580666722222222,0.22096108843537415,0.43289999999999995,1.0881932090648928e-09,1.0881932090648927e-06,2.040327694999223,5.12883054277011e-09,5.1288305427701105e-06,1.4377422472905985,3.6140941323338585e-09,3.6140941323338586e-06,168100.0,292919.81467824447,0.0007363209820591652,0.7363209820591652
440,2019-09-05 12:11:02,45.528,-73.55895,30.14196,36.54,40.0,1521.0,0.3359475,1.082039,36.0,3.25,23.21423,101.0,0.999424,21.0,225.0,520532.2,0.007997,0.85,0.000654,1.73,3.061539,16.71,33.9,-0.5325,-0.0030299617693118645,0.21580666722222222,0.22096108843537415,0.225,5.655889860004641e-10,5.655889860004642e-07,1.5484629828119103,3.892416036923744e-09,3.892416036923744e-06,2.055614948605567,5.167258552840972e-09,5.1672585528409725e-06,167100.0,291177.281574864,0.0007319407263657731,0.7319407263657731
441,2019-09-05 12:11:03,45.52795,-73.55885,29.89071,35.172,37.0,1268.75,0.02877308,0.7321441,36.0,2.2,15.79432,101.0,0.9617565,21.0,310.6,729499.0,0.006825,0.73,0.000654,1.73,3.076874,16.8,33.9,-0.5499999999999998,-0.007262007375259144,0.14602207327777778,0.14393634693877552,0.31060000000000004,5.285172867197774e-10,5.285172867197774e-07,1.3298564440619938,2.262885124090329e-09,2.262885124090329e-06,2.055614948605567,3.4978365588461968e-09,3.4978365588461965e-06,168000.0,292745.5613679064,0.0004981361551623437,0.4981361551623437
442,2019-09-05 12:11:04,45.5279,-73.55874,29.76434,32.868,35.0,1182.0,-0.4235169,0.7539023,36.0,2.18,18.76238,101.0,0.976488,21.0,350.9,825139.6,0.00829,0.88,0.00085,2.24,3.079414,16.81,33.9,-0.4799999999999999,-0.01990203926560877,0.1503616253888889,0.144812506122449,0.3509,5.91663701755743e-10,5.91663701755743e-07,1.6031146174993895,2.7030627783654344e-09,2.7030627783654344e-06,2.6616054825875546,4.487818046284221e-09,4.487818046284221e-06,168100.0,292919.81467824447,0.0004939014587350708,0.4939014587350708
443,2019-09-05 12:11:05,45.52786,-73.55865,29.68847,31.068,35.0,1182.0,-0.4235169,0.7539023,36.0,2.18,18.76238,101.0,0.976488,21.0,366.5,863493.7,0.00282,0.3,0.000557,1.47,3.056752,16.69,33.9,-0.5174999999999998,-0.018514558136183464,0.1503616253888889,0.144812506122449,0.3665,6.179673601980046e-10,6.179673601980046e-07,0.5465163468747919,9.214986744427616e-10,9.214986744427615e-07,1.7466785979480828,2.94513059287402e-09,2.9451305928740202e-06,166900.0,290828.774954188,0.000490375689844636,0.490375689844636
444,2019-09-05 12:11:06,45.52782,-73.55856,29.45098,29.628,32.0,1084.25,-0.7199473,0.7425287,36.0,2.18,20.13939,101.0,0.9859125,21.0,305.2,719137.1,0.0,0.0,0.000166,0.44,2.733773,14.92,34.0,-0.5975000000000003,-0.007925072607340851,0.14809322405555558,0.1462101530612245,0.30519999999999997,5.14607471575528e-10,5.14607471575528e-07,0.0,0.0,0.0,0.5226450644873967,8.812485424878372e-10,8.812485424878372e-07,149200.0,259901.25305073138,0.00043822780698475866,0.43822780698475866
445,2019-09-05 12:11:07,45.52779,-73.55847,29.32379,27.72,32.0,1084.25,-0.7199473,0.7425287,36.0,2.18,20.13939,101.0,0.9859125,21.0,352.2,832413.1,0.0,0.0,0.000752,1.99,2.186569,11.94,33.9,-0.75,-0.0031957444370284234,0.14809322405555558,0.1462101530612245,0.3522,5.938556732925982e-10,5.938556732925982e-07,0.0,0.0,0.0,2.3645512992630504,3.986945496475714e-09,3.986945496475714e-06,119400.0,208058.4525436192,0.00035081400459825967,0.3508140045982597
446,2019-09-05 12:11:08,45.52776,-73.5584,29.49505,24.264,27.0,903.0,-0.68804,0.7421778,36.0,2.2,22.15648,101.0,0.997411,21.0,194.0,456881.5,0.0,0.0,0.000557,1.47,1.694896,9.25,33.9,-1.04,-0.013687938847154399,0.14802323900000003,0.14927239455782315,0.194,3.3011060406837353e-10,3.301106040683735e-07,0.0,0.0,0.0,1.7466785979480828,2.9721501395976355e-09,2.9721501395976353e-06,92500.0,161184.31206268654,0.00027427139495545704,0.27427139495545705
447,2019-09-05 12:11:09,45.52773,-73.55833,29.56741,20.268,25.0,840.5,-0.4800382,0.8570036,36.0,2.57,31.07798,101.0,0.999424,21.0,171.9,407413.1,0.0,0.0,0.000557,1.47,1.285177,7.02,33.9,-1.315,-0.026384991060312425,0.17092460688888886,0.17472922993197276,0.1719,3.4169928068682804e-10,3.41699280686828e-07,0.0,0.0,0.0,1.7466785979480828,3.4720117539845104e-09,3.4720117539845103e-06,70200.0,122325.82385730372,0.0002431567540515667,0.2431567540515667
